2001880545795	1
2001880545795	1
2001880545795	1
2001880545795	1
2001880647529	1
2001880647529	1
2000999273643	1
2001880570094	1
2001880570094	1
2001880545788	1
2001880545788	1
2001880533501	1
2001880606816	1
2001880134227	1
2000999984471	1
2000999984471	1
2001880613524	1
2001880613524	1
2000999966545	1
2000999966545	1
2000999966545	1
2001880545795	1
2000761467034	1
2001880570513	1
2000999854132	1
2000999854125	1
2001880570506	1
2000999257940	1
2000999647055	1
2000999994029	1
2000999859984	1
2000999859984	1
2000999994180	1
2000989702160	1
2001880570520	1
2000222246376	1
2000999859984	1
2000999265051	1
2000765996172	1
2001880244698	1
2000989669395	1
2001880244681	1
2001880244681	1
2000999265044	1
2000999265037	1
2000999265051	1
2000999265051	1
2000999265051	1
2000999381331	1
2000989529552	1
2001880581700	1
2001880771798	1
2001880556074	1
2000999993831	1
2001880168758	1
2001880622748	1
2001880622731	1
2001880134968	1
2000999984495	1
2001880536120	1
2000999258374	1
2000999281297	1
2001880584633	1
2000999984648	1
2000762910225	1
2000999853050	1
2000999265082	1
2001880506192	1
2001880165627	1
2001880165610	1
2001880591730	1
2000999953460	1
2000989562979	1
2000765912523	1
2000765912523	1
2000290242119	1
2000989528357	1
2000989528357	1
2000989513261	1
2000989513261	1
2000765867595	1
2000761538208	1
2000999357329	1
2000989543961	1
2000765800974	1
2000765800967	1
2000989685029	1
2000222248103	1
2000222248097	1
2000989533429	1
2000989521297	1
2000765868059	1
2000989534662	1
2000765917313	1
2000765906256	1
2000765906256	1
2000989556664	1
2000999268465	1
2000989533542	1
2000989504269	1
2000999356568	1
2000761553973	1
2000761553966	1
2000989541691	1
2000761583390	1
2000989692577	1
2000999256516	1
2000999371431	1
2000765864952	1
2000989556626	1
2000989468745	1
2001880790539	1
2000989529040	1
2000989557500	1
2000762917354	1
2000989548379	1
2000989543503	1
2000989543497	1
2000290346527	1
2000989504436	1
2000989534983	1
2000989534983	1
2000989534983	1
2000765961019	1
2000989528760	1
2000989528760	1
2000989556473	1
2000999356742	1
2000999356742	1
2000999356735	1
2000999356735	1
2000999505737	1
2000761552730	1
2000999263927	1
2000999273711	1
2000989522560	1
2000999264597	1
2000762910768	1
2000989684817	1
2000765907239	1
2000989549031	1
2000989679417	1
2000989562627	1
2000999250583	1
2000765913797	1
2000999357374	1
2000999357374	1
2000765864723	1
2000989692867	1
2000761552730	1
2000989521655	1
2000290325416	1
2000290325416	1
2000999125607	1
2000989701941	1
2000989679981	1
2000989542834	1
2000989680314	1
2000989680314	1
2000989680314	1
2000989680314	1
2000989680314	1
2000989504320	1
2000989504320	1
2000989523192	1
2000998810665	1
2000998810665	1
2000998810658	1
2000998810658	1
2000989504320	1
2000989504320	1
2000989521273	1
2000989521273	1
2000999862106	1
2000999862090	1
2000999862083	1
2000765931524	1
2000765939650	1
2000989548836	1
2000989534945	1
2000989712671	1
2000765868189	1
2000989548461	1
